ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
1330,102,แม่ทุเลา - ท่าแพ,22+000,286,5,4,0,0,10,6,0,0,1,312,2.24,32,468,ขท.สุโขทัย,สุโขทัย
1331,100,พรานกระต่าย - ลานไผ่,1+000,366,206,77,15,6,"1,139",150,142,112,73,"2,286",21.79,37,"1,281",ขท.ตากที่ 1,กำแพงเพชร
1332,100,นาไผ่ล้อม - ถ้ำแม่ย่า,6+000,"1,469",153,17,4,0,384,46,16,5,0,"2,094",3.39,306,"2,150",ขท.สุโขทัย,สุโขทัย
1333,100,แม่สะนาน - ผักเฮือก,0+500,52,31,7,0,0,28,31,0,0,0,149,20.81,0,63,ขท.น่านที่ 2,น่าน
1333,100,แม่สะนาน - ผักเฮือก,42+715,285,81,33,40,0,32,46,22,0,0,539,20.04,22,288,ขท.น่านที่ 2,น่าน
1335,101,ห้วยเดื่อ - หัวทุ่ง,1+000,994,"1,090",640,489,378,"1,597",590,485,377,375,"7,015",38.4,284,"1,364",ขท.ลำปางที่ 2,ลำปาง
1335,101,ห้วยเดื่อ - หัวทุ่ง,13+800,900,750,578,364,441,863,482,477,420,390,"5,665",45.44,326,"1,229",ขท.ลำปางที่ 2,ลำปาง
1337,100,หางปอน - ประตูเมือง,0+500,11,1,0,0,7,111,0,0,0,0,130,5.39,0,187,ขท.แม่ฮ่องสอน,แม่ฮ่องสอน
1338,100,ขาแหย่ง - ป่าเมี่ยง,1+000,23,16,4,2,0,76,0,0,0,0,121,1.65,0,170,ขท.เชียงรายที่ 1,เชียงราย
1339,101,ห้วยมุ่น - น้ำปาด,45+862,"1,227",809,33,29,31,803,447,316,149,278,"4,122",30.33,164,767,ขท.อุตรดิตถ์ที่ 2,อุตรดิตถ์
1339,102,น้ำปาด - ปากนาย,49+293,409,388,10,6,5,864,377,351,9,0,"2,419",30.92,0,654,ขท.อุตรดิตถ์ที่ 2,อุตรดิตถ์
1342,100,ห้วยขึม - ปากห้วยอ้อย,0+500,838,618,103,68,0,871,92,58,43,0,"2,691",9.7,49,"1,783",ขท.แพร่,แพร่
1343,100,บุญเริง - ต้นหนุน,0+500,48,0,75,0,0,115,86,58,0,0,382,37.7,0,718,ขท.แพร่,แพร่
1344,100,น้อยซุ้มขี้เหล็ก - คลองตาลัด,0+500,696,203,101,3,3,"1,104",126,30,10,7,"2,283",7.84,29,"1,039",ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
1345,100,ทุ่งบานเย็น - ผาแดงบน,1+000,"1,210",358,52,1,0,"2,172",119,20,8,0,"3,940",3.76,9,"2,726",ขท.พะเยา,พะเยา
1346,101,พร้าว - แดนดิน,2+500,934,"1,309",326,78,62,"2,232",627,181,54,14,"5,817",17.47,254,"1,750",ขท.เชียงใหม่ที่ 3,เชียงใหม่
1349,100,สะเมิง - วัดจันทร์,0+100,111,23,36,0,0,679,11,0,0,0,860,1.28,5,698,ขท.เชียงใหม่ที่ 2,เชียงใหม่
1349,100,สะเมิง - วัดจันทร์,50+000,33,6,4,2,0,384,12,0,2,0,443,3.61,0,155,ขท.เชียงใหม่ที่ 2,เชียงใหม่
1350,100,ทางเข้าโครงการพระราชดำริศูนย์ภูฟ้าพัฒนา,0+100,181,83,41,0,0,0,24,0,0,0,329,7.3,0,116,ขท.น่านที่ 2,น่าน
1351,100,หนองบัวใต้ - เชิงสะพานกิตติขจร,3+000,168,80,1,1,0,326,50,16,8,13,663,13.27,24,233,ขท.ตากที่ 1,ตาก
1352,100,ทางเข้าดอนไชย,1+741,"1,475",131,24,0,0,190,33,9,18,9,"1,889",3.65,3,630,ขท.ลำปางที่ 1,ลำปาง
1353,100,ทางเข้าแม่ใจ,3+065,"1,068",88,11,6,9,"2,140",76,22,36,7,"3,463",4.51,37,"2,417",ขท.พะเยา,พะเยา
1357,100,ทางเข้าเขื่อนภูมิพล,10+000,"1,010","1,011",111,23,13,"1,212",72,36,2,3,"3,493",4.27,22,998,ขท.ตากที่ 1,ตาก
1358,100,ทางเข้าดอยอ่างขาง,0+500,17,0,2,0,4,121,1,0,0,0,145,3.45,3,193,ขท.เชียงใหม่ที่ 3,เชียงใหม่
1359,100,ทางเข้าเชียงดาว,7+995,"1,883",444,143,92,128,"7,576",135,45,19,10,"10,475",4.1,5,"2,264",ขท.เชียงใหม่ที่ 3,เชียงใหม่
1361,100,สวนดอกคำ - ม่วงงาม,0+220,"1,498","1,185",568,470,440,"2,313",591,409,349,384,"8,207",32.2,451,"2,221",ขท.ลำปางที่ 2,ลำปาง
1362,100,นิคมดอยเต่า - ท่าน้ำ,1+500,42,46,0,0,0,146,36,1,0,0,271,13.65,16,204,ขท.เชียงใหม่ที่ 1,เชียงใหม่
1364,100,โรงเรียนนวมินทราชูทิศ - กองพันพัฒนาที่ 3,0+410,"1,780",113,12,0,0,900,23,0,0,12,"2,840",1.23,17,"1,382",ขท.เชียงใหม่ที่ 2,เชียงใหม่
1365,100,สนามกีฬาสมโภชเชียงใหม่ 700 ปี - ศาลจังหวัดเชียงใหม่,0+700,"9,455","5,810",92,207,15,666,99,9,19,0,"16,372",2.13,57,"2,661",ขท.เชียงใหม่ที่ 2,เชียงใหม่
1366,100,หนองฮ่อ - ศูนย์พัฒนาปิโตรเลียมภาคเหนือ,1+780,"5,783",771,117,26,1,"2,675",95,13,3,0,"9,484",1.46,38,"3,128",ขท.เชียงใหม่ที่ 2,เชียงใหม่
1367,100,สันทรายน้อย - มหาวิทยาลัยแม่โจ้,5+000,"5,200",199,239,66,59,"5,774",336,99,27,30,"12,029",5.13,115,"5,422",ขท.เชียงใหม่ที่ 2,เชียงใหม่
1368,100,บ้านกล้วย - คลองยาง,2+547,"2,546","1,189",74,24,0,132,104,73,12,0,"4,154",5.13,521,"3,688",ขท.สุโขทัย,สุโขทัย
1370,100,ทางเข้าสวรรคโลก,6+630,"4,940",115,2,5,9,"3,178",122,25,17,19,"8,432",2.34,66,"3,097",ขท.สุโขทัย,สุโขทัย
1371,100,ตีนตก - บ้านมอน,2+000,"1,318",195,10,0,0,586,280,117,0,0,"2,506",15.84,321,"1,417",ขท.น่านที่ 2,น่าน
1372,100,หนองบัว - ไร่สีทอง,1+700,119,0,0,0,0,797,36,1,2,1,956,4.18,58,441,ขท.พิษณุโลกที่ 1,สุโขทัย
1373,100,คลองยาง - บ้านเหมือง,1+137,447,223,12,0,1,660,34,19,33,34,"1,463",8.27,47,505,ขท.สุโขทัย,สุโขทัย
1374,101,ตะพานหิน - คลองคูณ,3+000,"4,084","2,468",26,18,8,564,267,168,65,95,"7,763",8,13,"1,144",ขท.พิจิตร,พิจิตร
1375,100,หนองกระทุ่ม - ดงเย็น,6+000,426,282,14,68,1,"1,394",169,97,173,70,"2,694",21.46,28,791,ขท.กำแพงเพชร,กำแพงเพชร
1375,200,ดงเย็น - ดงทอง,13+000,268,194,20,23,0,"1,142",144,170,178,126,"2,265",28.3,37,879,ขท.นครสวรรค์ที่ 1,นครสวรรค์
1377,100,ทางเข้าสองคอน,0+100,738,483,49,26,27,294,196,48,49,56,"1,966",20.45,87,578,ขท.อุตรดิตถ์ที่ 2,อุตรดิตถ์
1378,100,สามัคคีใหม่ - ห้วยปู,3+000,14,13,0,0,0,46,0,0,0,0,73,0,0,50,ขท.เชียงรายที่ 1,เชียงราย
1384,100,บ้านใหม่ - น้ำตกขุนกรณ์,4+500,549,183,0,0,0,"1,883",65,49,0,0,"2,729",4.18,107,"1,400",ขท.เชียงรายที่ 1,เชียงราย
1385,100,แม่ต๋ำน้อย -ชมภู,6+322,"1,367",243,99,79,111,"3,094",106,102,103,41,"5,345",10.14,228,901,ขท.เชียงรายที่ 2,เชียงราย
1386,100,ทางเข้าท่าอากาศยานพิษณุโลก,0+270,"2,822",319,0,0,4,200,49,1,0,0,"3,395",1.59,191,861,ขท.พิษณุโลกที่ 1,พิษณุโลก
1387,100,ห้วยไคร้ - ห้วยน้ำขุ่น,1+000,105,68,21,36,0,704,13,0,0,0,947,5.17,8,963,ขท.เชียงรายที่ 1,เชียงราย
1389,100,สถานีเพาะเลี้ยงสัตว์ป่าดอยตุง - วัดพระธาตุดอยตุง,1+000,47,40,12,0,0,4,0,0,0,0,103,0,0,55,ขท.เชียงรายที่ 1,เชียงราย
1390,100,ทางเข้าพระธาตุดอยตุง,0+600,51,47,20,0,0,0,0,0,0,0,118,0,0,15,ขท.เชียงรายที่ 1,เชียงราย
1391,100,แม่ทะ - สถานีรถไฟแม่ทะ,0+712,"1,269",131,85,0,0,898,77,17,6,4,"2,487",4.18,48,789,ขท.ลำปางที่ 1,ลำปาง
1400,100,แยกทางหลวง - ป่ามะม่วง,0+600,"1,046",235,38,27,6,"1,313",60,11,52,23,"2,811",6.37,19,896,ขท.ตากที่ 1,ตาก
1404,100,หนองช้าง - ศรีสัชนาลัย,6+000,573,5,0,0,0,4,21,21,1,0,625,6.88,23,355,ขท.สุโขทัย,สุโขทัย
1409,100,ทางเข้าสะพานมิตรภาพแม่สายแห่งที่ 2 (ไทย/พม่า),1+000,595,103,76,93,66,"2,041",80,54,45,98,"3,251",13.41,171,510,ขท.เชียงรายที่ 2,เชียงราย
1411,100,หนองคอก - ธารทหาร,7+300,370,103,2,0,0,517,51,18,3,0,"1,064",6.77,0,914,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
1412,100,คอกควายใหญ่ - พนมรอก,15+568,116,210,0,0,0,195,27,27,8,0,583,10.64,0,261,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
1419,100,ทางเข้าเด่นชัย,4+608,"1,386",715,69,41,0,"2,005",188,70,59,57,"4,590",9.04,23,"1,718",ขท.แพร่,แพร่
2005,100,หล่มเก่า - วังบาล,4+000,646,48,98,48,6,"1,429",40,22,4,0,"2,341",5.13,178,"1,581",ขท.เพชรบูรณ์ที่ 1,เพชรบูรณ์
2007,100,นายม - ถ้ำน้ำบัง,0+700,"1,683","1,214",22,4,4,589,192,150,107,98,"4,063",13.66,102,"1,748",ขท.เพชรบูรณ์ที่ 1,เพชรบูรณ์
2008,100,หล่มสัก - น้ำก้อ,2+000,"1,011",662,78,17,0,687,140,10,1,0,"2,606",6.45,38,"1,002",ขท.เพชรบูรณ์ที่ 1,เพชรบูรณ์
2009,100,ห้วยเม็ก - ท่าคันโท,44+000,302,282,263,267,268,499,364,306,282,263,"3,096",56.53,169,458,ขท.กาฬสินธุ์,กาฬสินธุ์
2012,100,บ้านสามแยก - วิเชียรบุรี,6+000,"3,949","2,744",417,163,52,"3,528",279,206,115,92,"11,545",7.86,44,"2,457",ขท.เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
2013,101,บ้านแยง - น้ำเทิน,3+000,"1,319","2,952",39,70,74,925,221,90,17,16,"5,723",8.53,0,845,ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
2013,102,น้ำเทิน - บ่อโพธิ์,25+763,518,472,3,4,0,193,48,14,19,14,"1,285",7.7,35,349,ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
2013,102,น้ำเทิน - บ่อโพธิ์,34+083,"3,456",176,24,4,14,29,122,29,40,9,"3,903",5.59,11,"1,821",ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
2013,200,บ่อโพธิ์ - โคกงาม,73+083,"1,281","1,102",53,66,27,988,189,108,73,39,"3,926",12.79,34,"1,316",ขท.เลยที่ 2 (ด่านซ้าย),เลย
2013,200,บ่อโพธิ์ - โคกงาม,76+022,"2,574","2,379",22,10,24,"1,648",163,82,63,22,"6,987",5.21,49,"2,695",ขท.เลยที่ 2 (ด่านซ้าย),เลย
2014,100,โป่งชี - ด่านซ้าย,4+500,520,454,9,0,6,641,66,15,54,12,"1,777",8.61,3,591,ขท.เลยที่ 2 (ด่านซ้าย),เลย
2016,100,วังสะพุง - ตาวตาด,4+700,"1,799",169,40,39,10,"2,906",116,20,9,9,"5,117",3.97,11,"1,651",ขท.เลยที่ 1,เลย
2016,100,วังสะพุง - ตาวตาด,35+000,582,107,30,9,1,"1,331",28,9,1,0,"2,098",2.29,8,369,ขท.เลยที่ 1,เลย
2016,200,ตาวตาด - ตาดกลอย,57+050,225,234,6,0,0,466,38,8,4,30,"1,011",7.91,10,299,ขท.เพชรบูรณ์ที่ 1,เพชรบูรณ์
2019,100,โป่งวัว - อุทยานแห่งชาติภูกระดึง,2+850,"2,814",336,170,106,114,252,223,83,41,5,"4,144",13.8,2,"2,399",ขท.เลยที่ 1,เลย
2020,100,ท่าบ่อ - บ้านว่าน,2+250,899,343,177,136,118,"2,539",343,160,126,92,"4,933",19.77,133,"2,017",ขท.หนองคาย,หนองคาย
2020,200,บ้านว่าน - บ้านผือ,19+000,"2,164",882,127,82,81,389,239,145,192,120,"4,421",19.43,78,"1,400",ขท.อุดรธานีที่ 1,อุดรธานี
2021,101,ดงไร่ - หนองหัวคู,1+000,"2,476","1,400",118,117,64,"1,748",346,230,184,101,"6,784",15.36,8,"1,700",ขท.อุดรธานีที่ 1,อุดรธานี
2022,100,นิคม - บ้านดุง,3+370,985,105,47,18,8,"1,904",131,54,27,24,"3,303",7.93,10,"1,385",ขท.อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2022,100,นิคม - บ้านดุง,27+000,694,269,5,0,0,"1,460",260,126,82,47,"2,943",17.5,34,718,ขท.อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2022,100,นิคม - บ้านดุง,36+000,961,270,0,0,27,"2,230",174,91,66,47,"3,866",10.48,10,679,ขท.อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2023,101,น้ำฆ้อง - ศรีธาตุ,0+500,"8,333","1,067",689,39,108,"12,813",879,596,605,610,"25,739",11.02,21,"6,637",ขท.อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2023,101,น้ำฆ้อง - ศรีธาตุ,15+000,"3,128","2,467",67,58,183,"7,643",816,766,789,699,"16,616",19.93,56,"1,341",ขท.อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2023,102,ศรีธาตุ - วังสามหมอ,37+214,"1,211",464,104,65,56,"2,891",126,99,140,97,"5,253",11.1,67,"1,310",ขท.อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2025,100,ห้วยเกิ้ง - กุมภวาปี,2+500,"2,046",817,52,47,67,"5,297",542,467,501,367,"10,203",19.51,46,"2,081",ขท.อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2026,100,หนองหิ้ง - เหล่าหลวง,0+700,933,"1,030",66,32,28,"1,026",201,428,224,166,"4,134",26.1,64,"1,828",ขท.บึงกาฬ,บึงกาฬ
2028,100,กุสุมาลย์ - โพนจาน,1+000,383,118,35,5,1,922,65,51,175,88,"1,843",20.89,4,929,ขท.สกลนครที่ 1,สกลนคร
2031,100,ธาตุน้อย - นาเหนือ,2+000,"1,097",960,0,0,19,"1,821",129,93,12,13,"4,144",6.42,88,"2,265",ขท.นครพนม,นครพนม
2032,101,ท่าดอกแก้ว - ปฏิรูป,0+500,512,159,157,135,97,"1,261",181,150,150,105,"2,907",28.14,91,716,ขท.นครพนม,นครพนม
2033,101,นาแก - นาเหนือ,0+500,"3,563","1,749","1,594","1,077","1,106","5,364","2,160","3,049","1,512","1,204","22,378",45.17,496,"4,971",ขท.นครพนม,นครพนม
2033,102,นาเหนือ - คำพอก,42+177,"1,780",513,7,0,6,"2,914",149,133,109,56,"5,667",7.99,105,"2,836",ขท.นครพนม,นครพนม
2034,101,มุกดาหาร - นาสีนวน,0+700,"5,991","5,058",139,11,3,"1,541",244,131,9,3,"13,130",3.05,77,"4,783",ขท.มุกดาหาร,มุกดาหาร
2034,102,นาสีนวน - บุ่งเขียว,40+000,195,88,41,28,32,"1,464",37,31,28,26,"1,970",9.24,166,905,ขท.มุกดาหาร,มุกดาหาร
2034,200,บุ่งเขียว - หนองผือ,75+815,"4,270","3,670",325,154,236,812,255,171,124,166,"10,183",10.86,207,"1,525",ขท.อำนาจเจริญ,อุบลราชธานี
2037,100,ภูเขียว - เกษตรสมบูรณ์,9+000,"2,380","1,067",0,1,10,"1,477",220,104,100,105,"5,464",9.88,28,"1,097",ขท.ขอนแก่นที่ 2 (ชุมแพ),ชัยภูมิ
2038,200,ห้วยน้ำเงิน - เมืองใหม่,14+500,"3,481",986,14,16,10,512,220,193,136,111,"5,679",12.08,5,"2,148",ขท.หนองบัวลำภู,ขอนแก่น
2039,100,น้ำพอง - น้ำอ้อม,6+000,"3,879","4,289",80,52,60,"2,290",812,372,263,223,"12,320",14.46,30,"3,147",ขท.ขอนแก่นที่ 1,ขอนแก่น
2039,100,น้ำพอง - น้ำอ้อม,39+134,"1,693",502,2,4,20,"2,850",457,353,294,102,"6,277",19.6,31,838,ขท.ขอนแก่นที่ 1,ขอนแก่น
2039,201,น้ำอ้อม - กุดโดน,56+000,"5,171","1,977",124,67,0,745,357,626,818,87,"9,972",19.61,53,"2,175",ขท.กาฬสินธุ์,กาฬสินธุ์
2039,202,กุดโดน - ไทยเจริญ,65+279,"2,169","1,546",10,8,0,"2,628","1,902","1,716",775,57,"10,811",41.24,27,"1,664",ขท.กาฬสินธุ์,กาฬสินธุ์
2040,101,มหาสารคาม - วาปีปทุม,3+000,"16,658","10,746",53,52,63,"1,729","1,110",305,112,71,"30,899",5.54,9,"8,832",ขท.มหาสารคาม,มหาสารคาม
2040,102,วาปีปทุม - พยัคฆภูมิพิสัย,40+312,"3,164",564,92,67,59,"7,096",297,191,126,115,"11,771",7.26,9,"2,183",ขท.มหาสารคาม,มหาสารคาม
2041,100,สี่แยกสมเด็จ - แยกดงแหลม,10+100,"3,368","3,747",805,644,662,"3,136","2,285","1,598","1,469","1,239","18,953",41.67,650,"3,361",ขท.กาฬสินธุ์,กาฬสินธุ์
2043,100,ร้อยเอ็ด - ยางเฌอ,10+000,"1,980","1,293",10,20,28,"2,756",95,47,41,28,"6,298",4.11,0,"1,336",ขท.ร้อยเอ็ด,ร้อยเอ็ด
2043,200,ยางเฌอ - มหาชนะชัย,29+500,"4,313","1,147",172,177,162,741,417,218,178,163,"7,688",17.11,82,"2,058",ขท.ยโสธร,ร้อยเอ็ด
2043,200,ยางเฌอ - มหาชนะชัย,44+200,"2,438","1,464",152,148,152,891,277,235,168,157,"6,082",18.7,79,"1,341",ขท.ยโสธร,ร้อยเอ็ด
2043,200,ยางเฌอ - มหาชนะชัย,81+165,"2,622","1,586",119,120,118,"1,102",610,228,130,86,"6,721",19.22,91,"1,253",ขท.ยโสธร,ยโสธร
2044,101,ร้อยเอ็ด - หนองดง,0+461,"4,284","4,694",160,125,106,912,525,58,30,30,"10,924",8,30,"2,764",ขท.ร้อยเอ็ด,ร้อยเอ็ด
2044,102,หนองดง - โพนทอง,35+000,"2,669",401,0,120,52,"7,379",385,156,291,238,"11,691",10.62,7,"1,446",ขท.ร้อยเอ็ด,ร้อยเอ็ด
2045,100,ร้อยเอ็ด - หนองคูโคก,5+000,"2,249","1,175",87,32,28,"2,880",189,118,104,114,"6,976",8.39,27,"1,411",ขท.ร้อยเอ็ด,ร้อยเอ็ด
2045,200,หนองคูโคก - วาปีปทุม,20+500,"2,670","1,568",96,82,64,610,233,210,172,102,"5,807",14.86,56,759,ขท.มหาสารคาม,มหาสารคาม
2046,101,เสลภูมิ - บ้านงิ้ว,9+900,"2,271","2,537",213,61,41,563,95,35,32,15,"5,863",4.76,26,"1,384",ขท.ร้อยเอ็ด,ร้อยเอ็ด
2046,102,บ้านงิ้ว - ลำน้ำยัง,43+000,"1,538",181,0,0,48,"2,860",223,191,214,223,"5,478",16.41,9,"1,517",ขท.ร้อยเอ็ด,ร้อยเอ็ด
2046,200,ลำน้ำยัง - กุฉินารายณ์,51+700,"1,919","1,683",186,195,251,"2,471",942,544,462,446,"9,099",31.21,157,"1,892",ขท.สกลนครที่ 1,กาฬสินธุ์
2049,100,ม่วงสามสิบ - พนา,1+000,"6,647",706,718,104,7,711,56,39,28,11,"9,027",2.71,42,633,ขท.อุบลราชธานีที่ 1,อุบลราชธานี
2049,100,ม่วงสามสิบ - พนา,24+000,"4,853","5,136",420,11,8,"2,835",85,29,15,13,"13,405",1.2,11,"1,040",ขท.อุบลราชธานีที่ 1,อำนาจเจริญ
2050,100,อุบลราชธานี - ตระการพืชผล,8+600,"12,620","3,188",150,108,53,"16,021",911,169,165,120,"33,505",4.56,95,"2,992",ขท.อุบลราชธานีที่ 1,อุบลราชธานี
2050,100,อุบลราชธานี - ตระการพืชผล,45+900,"8,063","9,576","1,826",681,"1,679","9,491","3,226",370,148,118,"35,178",17.69,159,"3,377",ขท.อุบลราชธานีที่ 1,อุบลราชธานี
2050,201,ตระการพืชผล - ห้วยยาง,46+248,"1,929","1,057",441,338,299,"5,478",480,287,202,156,"10,667",16.52,166,"4,406",ขท.อำนาจเจริญ,อุบลราชธานี
2050,202,ห้วยยาง - เขมราฐ,98+323,"2,736","2,395",252,318,356,"2,711",510,307,315,227,"10,127",20.08,272,"3,269",ขท.อำนาจเจริญ,อุบลราชธานี
2050,202,ห้วยยาง - เขมราฐ,100+744,"3,056","2,722",457,249,361,"2,981",407,270,211,219,"10,933",15.71,264,"3,093",ขท.อำนาจเจริญ,อุบลราชธานี
2051,100,ชัยภูมิ - ตาดโตน,5+500,"2,743","2,497",37,36,20,"2,437",500,208,271,114,"8,863",12.96,83,876,ขท.ชัยภูมิ,ชัยภูมิ
2054,100,ลาดใหญ่ - ช่องสามหมอ,2+000,483,267,100,64,28,"2,265",321,278,193,126,"4,125",24.49,23,"1,427",ขท.ชัยภูมิ,ชัยภูมิ
2055,100,หนองสองห้อง - โคกสะอาด,6+000,"1,180",953,2,6,0,"2,391",294,112,135,86,"5,159",12.27,25,805,ขท.ขอนแก่นที่ 2 (ชุมแพ),ชัยภูมิ
2061,100,ทางพาด - ห้วยตะกั่ว,1+000,510,240,18,31,20,"1,320",290,245,247,178,"3,099",32.62,21,815,ขท.ขอนแก่นที่ 3 (บ้านไผ่),บุรีรัมย์
2061,200,ห้วยตะกั่ว - พุทไธสง,6+700,"2,080",985,5,7,0,"1,284",536,536,508,325,"6,266",30.51,47,"1,113",ขท.บุรีรัมย์,บุรีรัมย์
2062,200,บ้านทุ่ม - มัญจาคีรี,24+200,"2,696","3,412",144,152,73,"1,059",628,436,430,366,"9,396",22.19,1,950,ขท.ขอนแก่นที่ 3 (บ้านไผ่),ขอนแก่น
2063,100,บรบือ - โคกสี,2+000,"2,569",302,17,23,0,274,186,42,23,5,"3,441",8.11,0,"1,577",ขท.มหาสารคาม,มหาสารคาม
2065,100,พล - ลำชี,4+500,"2,943",374,38,87,12,406,232,139,112,145,"4,488",16.2,23,"2,267",ขท.ขอนแก่นที่ 3 (บ้านไผ่),ขอนแก่น
2065,100,พล - ลำชี,32+500,"1,003",87,0,13,1,"1,070",131,46,39,30,"2,420",10.74,25,"1,525",ขท.ขอนแก่นที่ 3 (บ้านไผ่),ขอนแก่น
2065,200,ลำชี - คอนสวรรค์,42+283,196,41,0,0,0,758,91,72,65,56,"1,279",22.21,11,389,ขท.ชัยภูมิ,ชัยภูมิ
2067,101,ดอนหวาย - โนนสูง,5+500,"2,049",989,35,18,38,"4,178",152,58,63,24,"7,604",4.64,0,"1,729",ขท.นครราชสีมาที่ 1,นครราชสีมา
2067,102,โนนสูง - ขามสะแกแสง,16+442,869,157,45,24,19,"2,028",88,16,33,0,"3,279",5.49,38,"1,427",ขท.นครราชสีมาที่ 1,นครราชสีมา
2068,100,โคกกรวด - หนองสรวง,1+100,"4,903","4,705",864,241,357,"2,123",482,551,531,390,"15,147",16.85,36,996,ขท.นครราชสีมาที่ 2,นครราชสีมา
2068,200,หนองสรวง - โนนไทย,24+166,"1,188",492,10,0,49,244,143,50,103,68,"2,347",17.6,50,445,ขท.นครราชสีมาที่ 1,นครราชสีมา
2069,100,บำเหน็จณรงค์ - ซับใหญ่,3+000,589,"1,199",127,7,3,616,154,81,76,2,"2,854",11.32,4,"1,554",ขท.ชัยภูมิ,ชัยภูมิ
2072,100,หนองปล้อง - พระบึง,1+000,"4,332","1,568",20,10,2,"1,645","1,464",22,4,11,"9,078",16.67,148,"2,777",ขท.นครราชสีมาที่ 3,นครราชสีมา
2073,101,นางรอง - บัวตารุ่ง,7+475,"1,432",424,192,16,16,"3,725",301,141,240,74,"6,561",12.01,30,"1,905",ขท.บุรีรัมย์,บุรีรัมย์
2073,102,บัวตารุ่ง - ลำปลายมาศ,40+000,"1,353",443,94,80,44,"2,656",108,122,127,126,"5,153",11.78,31,"1,805",ขท.บุรีรัมย์,บุรีรัมย์
2073,103,ลำปลายมาศ - หนองโดนน้อย,46+527,"1,816",601,266,142,84,"1,949",120,107,82,76,"5,243",11.65,93,"1,900",ขท.บุรีรัมย์,บุรีรัมย์
2073,200,หนองโดนน้อย - ชุมพวง,63+920,714,471,33,0,0,750,201,130,136,177,"2,612",24.66,18,665,ขท.นครราชสีมาที่ 1,นครราชสีมา
2074,101,บุรีรัมย์ - คูเมือง,13+057,"3,087","2,369",352,252,153,"8,662",386,267,157,89,"15,774",8.27,9,"4,789",ขท.บุรีรัมย์,บุรีรัมย์
2074,102,คูเมือง - ลำน้ำมูล,43+580,"1,252",436,355,58,49,"2,895",270,235,185,120,"5,855",15.66,67,"1,315",ขท.บุรีรัมย์,บุรีรัมย์
2074,103,ลำน้ำมูล - พุทไธสง,53+500,"2,407",694,0,0,32,"2,253",761,927,517,372,"7,963",32.76,0,915,ขท.บุรีรัมย์,บุรีรัมย์
2076,100,ท่าตูม - หนองฮู,11+506,"2,405","2,347",86,49,33,"2,303","1,218",200,104,80,"8,825",19.08,113,"1,758",ขท.สุรินทร์,สุรินทร์
2076,100,ท่าตูม - หนองฮู,19+297,"3,024","1,830",72,50,35,"2,435",640,116,95,87,"8,384",12.2,18,"2,881",ขท.สุรินทร์,สุรินทร์
2076,100,ท่าตูม - หนองฮู,34+332,"1,107","1,217",163,87,12,"1,736",573,420,287,190,"5,792",27.09,36,701,ขท.สุรินทร์,สุรินทร์
2076,200,หนองฮู - ส้มป่อยน้อย,57+485,"1,140",285,107,62,10,"1,468",134,48,33,22,"3,309",9.34,4,836,ขท.ศรีสะเกษที่ 1,ศรีสะเกษ
2077,101,สุรินทร์ - ลำดวน,5+176,"4,114","8,180",105,31,4,980,551,150,156,128,"14,399",7.08,24,"4,457",ขท.สุรินทร์,สุรินทร์
2077,103,สังขะ - บัวเชด,55+566,"2,852","1,353",148,101,59,"1,280",930,208,177,192,"7,300",22.84,25,"2,089",ขท.สุรินทร์,สุรินทร์
2079,102,ห้วยจริง - ศีขรภูมิ,31+731,"1,041",158,103,15,4,"1,544",152,8,21,2,"3,048",6.63,4,909,ขท.สุรินทร์,สุรินทร์
2081,100,ตาฮะ -  ลำพังชู,14+800,"2,347","1,713",495,368,322,"3,519",534,519,518,424,"10,759",24.96,108,"2,175",ขท.สุรินทร์,สุรินทร์
